archetype,read_month,read_type_of_day,read_hh,n_puprn,elec_imp_mean,elec_imp_50th,elec_imp_75th,elec_imp_25th,elec_imp_90th,elec_imp_10th
D,dec,weekend,11,80,3.30E-05,2.82E-05,3.86E-05,2.09E-05,5.47E-05,1.46E-05
D,dec,weekend,12,80,3.54E-05,3.21E-05,4.12E-05,2.22E-05,5.91E-05,1.72E-05
D,dec,weekend,13,80,3.65E-05,3.15E-05,4.38E-05,2.21E-05,5.61E-05,1.74E-05
D,dec,weekend,14,80,3.78E-05,3.27E-05,4.14E-05,2.34E-05,7.21E-05,1.77E-05
D,dec,weekend,15,80,4.51E-05,3.36E-05,4.42E-05,2.63E-05,8.08E-05,2.00E-05
D,dec,weekend,16,80,4.92E-05,3.94E-05,6.37E-05,2.84E-05,9.50E-05,2.14E-05
D,dec,weekend,17,80,5.83E-05,4.31E-05,6.67E-05,3.15E-05,0.000101596,2.38E-05
D,dec,weekend,18,80,5.66E-05,4.79E-05,6.05E-05,3.32E-05,8.88E-05,2.25E-05
D,dec,weekend,19,80,6.51E-05,5.48E-05,8.54E-05,3.79E-05,0.000103591,3.02E-05
D,dec,weekend,20,80,7.04E-05,6.27E-05,8.06E-05,4.01E-05,0.000106414,2.99E-05
D,dec,weekend,21,80,6.46E-05,5.04E-05,7.59E-05,3.86E-05,0.000107142,3.35E-05
D,dec,weekend,22,80,7.21E-05,6.22E-05,8.19E-05,4.23E-05,0.000135562,3.02E-05
D,dec,weekend,23,80,7.33E-05,5.61E-05,7.88E-05,4.13E-05,0.000111755,3.53E-05
D,dec,weekend,24,80,7.80E-05,6.18E-05,9.42E-05,4.66E-05,0.000131861,3.46E-05
D,dec,weekend,25,80,7.54E-05,6.04E-05,8.27E-05,4.33E-05,0.000102799,3.76E-05
D,dec,weekend,26,80,8.30E-05,6.46E-05,0.000104015,5.07E-05,0.000134267,3.84E-05
D,dec,weekend,27,80,7.28E-05,6.67E-05,8.32E-05,4.47E-05,0.000106704,4.11E-05
D,dec,weekend,28,80,7.70E-05,6.47E-05,8.33E-05,4.86E-05,0.000132806,3.61E-05
D,dec,weekend,29,80,7.40E-05,6.79E-05,9.29E-05,4.28E-05,0.000134054,2.89E-05
D,dec,weekend,30,80,7.65E-05,7.41E-05,9.48E-05,4.66E-05,0.000134869,3.60E-05
D,dec,weekend,31,80,7.80E-05,6.31E-05,9.03E-05,4.65E-05,0.000133633,3.65E-05
D,dec,weekend,32,80,8.42E-05,7.15E-05,9.41E-05,4.83E-05,0.000160344,3.90E-05
D,dec,weekend,33,80,9.59E-05,7.96E-05,0.000123691,6.10E-05,0.000154193,4.61E-05
D,dec,weekend,34,80,9.76E-05,8.36E-05,0.00013056,5.88E-05,0.00016031,4.08E-05
D,dec,weekend,35,80,0.000109116,8.64E-05,0.000141842,6.39E-05,0.000184729,5.28E-05
D,dec,weekend,36,80,9.68E-05,8.77E-05,0.000123299,6.52E-05,0.000163992,5.00E-05
D,dec,weekend,37,80,9.70E-05,8.37E-05,0.000126118,6.11E-05,0.00015048,5.27E-05
D,dec,weekend,38,80,8.99E-05,8.29E-05,0.00010493,6.53E-05,0.0001469,4.45E-05
D,dec,weekend,39,80,9.06E-05,7.39E-05,0.000130985,6.26E-05,0.000147409,5.18E-05
D,dec,weekend,40,80,8.88E-05,7.47E-05,0.000118342,6.13E-05,0.000141782,4.50E-05
D,dec,weekend,41,80,8.74E-05,7.97E-05,0.000106283,5.25E-05,0.000148616,4.57E-05
D,dec,weekend,42,80,7.89E-05,6.77E-05,9.33E-05,5.60E-05,0.000123085,4.39E-05
D,dec,weekend,43,80,7.61E-05,6.73E-05,8.47E-05,5.03E-05,0.000111795,4.29E-05
D,dec,weekend,44,80,7.39E-05,6.03E-05,8.18E-05,4.98E-05,0.000111025,4.17E-05
D,dec,weekend,45,80,6.58E-05,5.58E-05,7.49E-05,4.83E-05,0.000100632,3.09E-05
D,dec,weekend,46,80,5.97E-05,4.86E-05,6.73E-05,3.95E-05,8.31E-05,3.06E-05
D,dec,weekend,47,80,5.51E-05,4.91E-05,6.60E-05,3.74E-05,8.56E-05,3.19E-05
D,dec,weekend,48,80,4.92E-05,4.31E-05,6.37E-05,3.22E-05,7.78E-05,2.44E-05
D,feb,weekday,1,80,4.29E-05,3.96E-05,5.18E-05,2.83E-05,6.81E-05,1.85E-05
D,feb,weekday,2,80,3.80E-05,3.49E-05,4.63E-05,2.64E-05,6.07E-05,1.68E-05
D,feb,weekday,3,80,3.65E-05,3.38E-05,4.64E-05,2.28E-05,5.52E-05,1.66E-05
D,feb,weekday,4,80,3.53E-05,3.20E-05,4.03E-05,2.38E-05,4.96E-05,1.84E-05
D,feb,weekday,5,80,3.32E-05,2.94E-05,4.00E-05,2.33E-05,4.87E-05,1.60E-05
D,feb,weekday,6,80,3.17E-05,2.77E-05,4.12E-05,2.14E-05,5.03E-05,1.61E-05
D,feb,weekday,7,80,2.95E-05,2.73E-05,3.74E-05,2.19E-05,4.55E-05,1.57E-05
D,feb,weekday,8,80,2.98E-05,2.83E-05,3.75E-05,1.99E-05,4.57E-05,1.48E-05
D,feb,weekday,9,80,2.97E-05,2.79E-05,3.76E-05,2.16E-05,4.46E-05,1.60E-05
D,feb,weekday,10,80,3.06E-05,2.78E-05,3.81E-05,2.28E-05,4.41E-05,1.69E-05
D,feb,weekday,11,80,3.11E-05,2.71E-05,3.79E-05,2.17E-05,4.53E-05,1.73E-05
D,feb,weekday,12,80,3.44E-05,2.96E-05,4.00E-05,2.24E-05,5.04E-05,1.79E-05
D,feb,weekday,13,80,4.07E-05,3.44E-05,4.82E-05,2.56E-05,6.38E-05,2.25E-05
D,feb,weekday,14,80,4.37E-05,3.63E-05,5.17E-05,2.80E-05,6.84E-05,1.88E-05
D,feb,weekday,15,80,4.69E-05,3.88E-05,5.27E-05,3.00E-05,7.04E-05,2.66E-05
D,feb,weekday,16,80,5.20E-05,4.43E-05,5.97E-05,3.57E-05,7.39E-05,2.86E-05
D,feb,weekday,17,80,5.80E-05,4.54E-05,6.89E-05,3.90E-05,8.97E-05,3.28E-05
D,feb,weekday,18,80,5.62E-05,4.89E-05,6.89E-05,3.80E-05,8.75E-05,3.38E-05
D,feb,weekday,19,80,6.09E-05,4.82E-05,7.21E-05,4.01E-05,9.47E-05,3.22E-05
D,feb,weekday,20,80,5.55E-05,4.98E-05,6.44E-05,3.86E-05,8.21E-05,3.35E-05
D,feb,weekday,21,80,5.61E-05,5.29E-05,6.78E-05,4.03E-05,8.34E-05,3.19E-05
D,feb,weekday,22,80,5.82E-05,5.52E-05,6.80E-05,4.32E-05,8.10E-05,3.47E-05
D,feb,weekday,23,80,6.00E-05,5.39E-05,6.91E-05,4.01E-05,8.25E-05,3.54E-05
D,feb,weekday,24,80,6.34E-05,5.56E-05,7.35E-05,4.51E-05,0.000100496,3.67E-05
D,feb,weekday,25,80,6.32E-05,5.68E-05,7.43E-05,4.52E-05,9.32E-05,3.54E-05
D,feb,weekday,26,80,5.95E-05,5.39E-05,7.05E-05,4.27E-05,8.52E-05,3.52E-05
D,feb,weekday,27,80,6.24E-05,5.94E-05,7.10E-05,4.69E-05,9.04E-05,3.68E-05
D,feb,weekday,28,80,6.08E-05,5.43E-05,7.18E-05,4.37E-05,8.90E-05,3.93E-05
D,feb,weekday,29,80,5.85E-05,5.13E-05,7.00E-05,4.28E-05,8.64E-05,3.71E-05
D,feb,weekday,30,80,6.00E-05,5.08E-05,6.67E-05,4.29E-05,9.95E-05,3.78E-05
D,feb,weekday,31,80,6.78E-05,5.79E-05,7.38E-05,4.57E-05,0.000102404,4.34E-05
D,feb,weekday,32,80,6.38E-05,5.84E-05,7.40E-05,4.83E-05,9.93E-05,3.56E-05
D,feb,weekday,33,80,7.34E-05,6.48E-05,8.82E-05,4.99E-05,0.000127633,3.70E-05
D,feb,weekday,34,80,8.15E-05,6.60E-05,9.76E-05,4.89E-05,0.000139621,4.03E-05
D,feb,weekday,35,80,9.56E-05,7.83E-05,0.000121438,5.47E-05,0.000148932,4.41E-05
D,feb,weekday,36,80,8.73E-05,7.02E-05,0.000102531,5.65E-05,0.000146981,4.76E-05
D,feb,weekday,37,80,9.13E-05,8.04E-05,9.69E-05,6.05E-05,0.000160295,5.15E-05
D,feb,weekday,38,80,9.47E-05,8.35E-05,0.000111616,6.66E-05,0.000157919,5.48E-05
D,feb,weekday,39,80,9.48E-05,8.27E-05,0.00011421,6.02E-05,0.000156347,4.88E-05
D,feb,weekday,40,80,8.86E-05,8.42E-05,0.000109676,6.46E-05,0.000138804,4.83E-05
D,feb,weekday,41,80,8.70E-05,8.25E-05,0.000107836,6.39E-05,0.000140433,5.30E-05
D,feb,weekday,42,80,8.06E-05,7.48E-05,0.000101235,6.13E-05,0.000115266,4.78E-05
D,feb,weekday,43,80,7.34E-05,7.04E-05,8.84E-05,5.27E-05,0.000103756,4.51E-05
D,feb,weekday,44,80,6.75E-05,6.03E-05,7.80E-05,5.30E-05,9.76E-05,4.43E-05
D,feb,weekday,45,80,6.20E-05,5.79E-05,7.53E-05,4.93E-05,8.59E-05,3.88E-05
D,feb,weekday,46,80,5.70E-05,5.44E-05,6.59E-05,4.04E-05,8.77E-05,3.33E-05
D,feb,weekday,47,80,5.32E-05,5.16E-05,6.35E-05,3.40E-05,8.03E-05,2.44E-05
D,feb,weekday,48,80,5.05E-05,4.30E-05,5.92E-05,3.01E-05,8.21E-05,1.98E-05
D,feb,weekend,1,80,4.82E-05,4.60E-05,5.84E-05,2.82E-05,8.08E-05,2.12E-05
D,feb,weekend,2,80,4.34E-05,4.05E-05,5.03E-05,2.67E-05,6.14E-05,1.86E-05
D,feb,weekend,3,80,3.83E-05,3.47E-05,4.58E-05,2.49E-05,5.67E-05,1.85E-05
D,feb,weekend,4,80,3.76E-05,3.33E-05,4.42E-05,2.44E-05,5.73E-05,1.78E-05
D,feb,weekend,5,80,3.68E-05,3.16E-05,4.32E-05,2.20E-05,5.69E-05,1.68E-05
D,feb,weekend,6,80,3.55E-05,3.01E-05,4.23E-05,2.40E-05,5.33E-05,1.49E-05
D,feb,weekend,7,80,3.22E-05,3.12E-05,4.07E-05,2.21E-05,4.79E-05,1.51E-05
D,feb,weekend,8,80,2.98E-05,2.82E-05,3.79E-05,2.14E-05,4.29E-05,1.53E-05
D,feb,weekend,9,80,2.91E-05,2.58E-05,3.79E-05,2.04E-05,4.42E-05,1.46E-05
D,feb,weekend,10,80,3.05E-05,2.68E-05,3.91E-05,2.00E-05,4.58E-05,1.61E-05
D,feb,weekend,11,80,3.12E-05,3.02E-05,3.98E-05,2.03E-05,4.52E-05,1.39E-05
D,feb,weekend,12,80,3.47E-05,3.19E-05,4.05E-05,2.09E-05,4.85E-05,1.47E-05
D,feb,weekend,13,80,3.63E-05,3.31E-05,4.11E-05,2.26E-05,5.17E-05,1.54E-05
D,feb,weekend,14,80,3.77E-05,3.33E-05,3.93E-05,2.30E-05,6.38E-05,2.03E-05
D,feb,weekend,15,80,4.37E-05,3.73E-05,4.57E-05,2.64E-05,6.96E-05,2.05E-05
D,feb,weekend,16,80,4.55E-05,3.89E-05,5.23E-05,2.94E-05,7.43E-05,2.32E-05
D,feb,weekend,17,80,5.10E-05,4.39E-05,6.21E-05,3.14E-05,7.92E-05,2.72E-05
D,feb,weekend,18,80,6.04E-05,5.07E-05,7.68E-05,3.64E-05,0.000109848,2.07E-05
D,feb,weekend,19,80,6.08E-05,5.03E-05,7.48E-05,3.29E-05,0.000104338,2.48E-05
D,feb,weekend,20,80,6.25E-05,5.42E-05,7.15E-05,4.12E-05,0.000103535,3.22E-05
D,feb,weekend,21,80,7.01E-05,6.10E-05,8.16E-05,4.52E-05,9.83E-05,3.44E-05
D,feb,weekend,22,80,7.00E-05,6.39E-05,8.95E-05,4.65E-05,0.000111359,3.54E-05
D,feb,weekend,23,80,7.28E-05,6.35E-05,9.47E-05,4.61E-05,0.000126673,3.45E-05
D,feb,weekend,24,80,7.43E-05,6.39E-05,9.23E-05,4.72E-05,0.000113508,3.65E-05
D,feb,weekend,25,80,7.63E-05,6.91E-05,9.01E-05,4.82E-05,0.000128107,3.90E-05
D,feb,weekend,26,80,7.92E-05,7.28E-05,9.89E-05,4.86E-05,0.000125865,3.62E-05
D,feb,weekend,27,80,8.22E-05,7.02E-05,0.000102075,4.77E-05,0.000152151,3.61E-05
D,feb,weekend,28,80,7.89E-05,7.11E-05,8.86E-05,4.76E-05,0.000119611,4.09E-05
D,feb,weekend,29,80,7.62E-05,6.35E-05,8.59E-05,4.49E-05,0.000126712,3.97E-05
D,feb,weekend,30,80,7.50E-05,6.47E-05,8.63E-05,4.68E-05,0.000116317,3.79E-05
D,feb,weekend,31,80,7.55E-05,6.24E-05,9.14E-05,4.89E-05,0.000139927,4.41E-05
D,feb,weekend,32,80,8.06E-05,5.76E-05,0.000107144,4.84E-05,0.000141527,4.07E-05
D,feb,weekend,33,80,8.20E-05,7.39E-05,0.000103977,5.14E-05,0.000137368,4.19E-05
D,feb,weekend,34,80,8.94E-05,7.33E-05,0.000112596,5.04E-05,0.000155756,4.32E-05
D,feb,weekend,35,80,9.86E-05,8.24E-05,0.000108905,6.54E-05,0.0001724,5.09E-05
D,feb,weekend,36,80,9.31E-05,8.23E-05,0.000117791,6.38E-05,0.00013791,5.19E-05
D,feb,weekend,37,80,9.82E-05,8.92E-05,0.000122967,6.47E-05,0.000143772,5.27E-05
D,feb,weekend,38,80,9.21E-05,8.56E-05,0.000120757,6.22E-05,0.000142225,4.89E-05
D,feb,weekend,39,80,8.79E-05,7.90E-05,0.000106179,6.20E-05,0.000155383,4.59E-05
D,feb,weekend,40,80,8.47E-05,7.85E-05,9.96E-05,5.53E-05,0.000145359,4.41E-05
D,feb,weekend,41,80,8.24E-05,6.83E-05,9.67E-05,5.66E-05,0.000136113,4.87E-05
D,feb,weekend,42,80,7.85E-05,6.99E-05,9.63E-05,5.46E-05,0.000126673,4.39E-05
D,feb,weekend,43,80,7.73E-05,6.58E-05,9.33E-05,4.87E-05,0.000125727,4.25E-05
D,feb,weekend,44,80,7.47E-05,6.17E-05,8.23E-05,4.56E-05,0.000115968,3.99E-05
D,feb,weekend,45,80,6.50E-05,5.99E-05,7.49E-05,4.66E-05,9.52E-05,3.81E-05
D,feb,weekend,46,80,6.23E-05,5.73E-05,7.15E-05,4.18E-05,9.54E-05,3.52E-05
D,feb,weekend,47,80,5.75E-05,5.58E-05,6.95E-05,3.75E-05,8.50E-05,3.04E-05
D,feb,weekend,48,80,5.24E-05,4.48E-05,6.48E-05,3.06E-05,8.50E-05,2.27E-05
D,jan,weekday,1,80,4.17E-05,3.93E-05,4.99E-05,2.42E-05,6.39E-05,1.64E-05
D,jan,weekday,2,80,3.85E-05,3.44E-05,4.73E-05,2.53E-05,6.07E-05,1.81E-05
D,jan,weekday,3,80,3.65E-05,3.40E-05,4.52E-05,2.50E-05,5.99E-05,1.74E-05
D,jan,weekday,4,80,3.49E-05,3.12E-05,4.23E-05,2.34E-05,5.68E-05,1.50E-05
D,jan,weekday,5,80,3.30E-05,3.02E-05,4.18E-05,2.30E-05,4.86E-05,1.66E-05
D,jan,weekday,6,80,3.16E-05,2.78E-05,4.12E-05,2.29E-05,4.74E-05,1.71E-05
D,jan,weekday,7,80,3.02E-05,2.64E-05,3.96E-05,2.13E-05,4.58E-05,1.56E-05
D,jan,weekday,8,80,2.97E-05,2.66E-05,3.89E-05,1.97E-05,4.43E-05,1.71E-05
D,jan,weekday,9,80,3.00E-05,2.60E-05,4.00E-05,2.30E-05,4.84E-05,1.37E-05
D,jan,weekday,10,80,3.04E-05,2.75E-05,3.80E-05,1.97E-05,4.40E-05,1.69E-05
D,jan,weekday,11,80,3.19E-05,3.09E-05,3.80E-05,2.18E-05,4.73E-05,1.66E-05
D,jan,weekday,12,80,3.53E-05,3.31E-05,4.09E-05,2.23E-05,4.96E-05,1.99E-05
D,jan,weekday,13,80,4.34E-05,3.68E-05,4.56E-05,2.41E-05,7.11E-05,2.05E-05
D,jan,weekday,14,80,4.75E-05,3.76E-05,5.17E-05,2.59E-05,8.37E-05,2.15E-05
D,jan,weekday,15,80,4.93E-05,4.20E-05,5.56E-05,2.80E-05,6.87E-05,2.57E-05
D,jan,weekday,16,80,5.19E-05,4.27E-05,6.00E-05,3.17E-05,8.18E-05,2.24E-05
D,jan,weekday,17,80,5.54E-05,4.57E-05,7.61E-05,3.59E-05,8.59E-05,2.85E-05
D,jan,weekday,18,80,5.73E-05,4.53E-05,6.56E-05,3.71E-05,9.95E-05,2.95E-05
D,jan,weekday,19,80,5.70E-05,5.33E-05,7.40E-05,3.60E-05,8.75E-05,3.15E-05
D,jan,weekday,20,80,5.50E-05,4.81E-05,6.32E-05,3.50E-05,8.30E-05,3.12E-05
D,jan,weekday,21,80,5.83E-05,5.48E-05,6.54E-05,4.26E-05,8.63E-05,3.21E-05
D,jan,weekday,22,80,5.97E-05,5.60E-05,7.02E-05,4.51E-05,8.49E-05,3.24E-05
D,jan,weekday,23,80,6.30E-05,5.80E-05,6.97E-05,4.41E-05,0.000103248,3.51E-05
D,jan,weekday,24,80,6.60E-05,5.45E-05,8.16E-05,4.50E-05,9.81E-05,3.63E-05
D,jan,weekday,25,80,6.42E-05,6.06E-05,7.10E-05,4.21E-05,0.000105732,3.66E-05
D,jan,weekday,26,80,6.40E-05,6.16E-05,7.31E-05,4.88E-05,8.77E-05,4.04E-05
D,jan,weekday,27,80,6.25E-05,5.51E-05,7.21E-05,4.25E-05,9.35E-05,3.95E-05
D,jan,weekday,28,80,6.30E-05,5.53E-05,8.06E-05,4.01E-05,9.53E-05,3.18E-05
D,jan,weekday,29,80,6.30E-05,5.64E-05,7.16E-05,4.41E-05,0.000113155,3.48E-05
D,jan,weekday,30,80,6.23E-05,5.36E-05,7.30E-05,4.42E-05,9.35E-05,3.55E-05
D,jan,weekday,31,80,6.37E-05,6.07E-05,7.83E-05,4.72E-05,9.56E-05,3.70E-05
D,jan,weekday,32,80,6.96E-05,6.31E-05,8.22E-05,4.73E-05,0.000112891,4.00E-05
D,jan,weekday,33,80,8.10E-05,6.74E-05,8.97E-05,5.06E-05,0.000138062,4.41E-05
D,jan,weekday,34,80,8.74E-05,7.78E-05,9.57E-05,5.49E-05,0.000147784,4.43E-05
D,jan,weekday,35,80,9.88E-05,7.72E-05,0.000111597,6.04E-05,0.000152205,4.63E-05
D,jan,weekday,36,80,9.41E-05,8.68E-05,0.000114562,6.37E-05,0.000148701,4.37E-05
D,jan,weekday,37,80,9.21E-05,9.12E-05,0.000112265,6.20E-05,0.000143437,5.02E-05
D,jan,weekday,38,80,9.48E-05,8.74E-05,0.000113398,6.35E-05,0.00015606,5.29E-05
D,jan,weekday,39,80,9.65E-05,8.41E-05,0.000117832,6.03E-05,0.000161717,4.54E-05
D,jan,weekday,40,80,9.43E-05,8.71E-05,0.000111663,6.23E-05,0.000136502,5.16E-05
D,jan,weekday,41,80,8.19E-05,7.93E-05,9.97E-05,6.45E-05,0.000119009,4.92E-05
D,jan,weekday,42,80,7.67E-05,7.09E-05,8.83E-05,5.90E-05,0.000124168,4.35E-05
D,jan,weekday,43,80,7.38E-05,6.81E-05,9.30E-05,5.79E-05,0.00011276,4.33E-05
D,jan,weekday,44,80,6.94E-05,6.64E-05,8.50E-05,5.06E-05,0.000107709,4.03E-05
D,jan,weekday,45,80,6.54E-05,6.03E-05,8.64E-05,4.45E-05,0.000103321,3.64E-05
D,jan,weekday,46,80,5.89E-05,5.56E-05,6.97E-05,3.80E-05,8.28E-05,2.97E-05
D,jan,weekday,47,80,5.49E-05,4.89E-05,6.11E-05,3.40E-05,7.95E-05,2.44E-05
D,jan,weekday,48,80,4.84E-05,4.25E-05,5.62E-05,2.94E-05,8.39E-05,2.06E-05
D,jan,weekend,1,80,4.60E-05,3.90E-05,5.75E-05,2.67E-05,6.93E-05,2.07E-05
D,jan,weekend,2,80,4.18E-05,3.73E-05,5.36E-05,2.30E-05,7.25E-05,1.81E-05
D,jan,weekend,3,80,3.82E-05,3.34E-05,4.90E-05,2.46E-05,5.60E-05,1.59E-05
D,jan,weekend,4,80,3.47E-05,3.14E-05,4.40E-05,2.28E-05,5.56E-05,1.82E-05
D,jan,weekend,5,80,3.34E-05,2.98E-05,4.47E-05,2.32E-05,5.27E-05,1.48E-05
D,jan,weekend,6,80,3.24E-05,3.05E-05,4.10E-05,2.21E-05,4.89E-05,1.64E-05
D,jan,weekend,7,80,3.19E-05,2.76E-05,3.97E-05,2.13E-05,4.87E-05,1.82E-05
D,jan,weekend,8,80,2.93E-05,2.66E-05,3.83E-05,2.11E-05,4.74E-05,1.45E-05
D,jan,weekend,9,80,2.91E-05,2.56E-05,3.52E-05,2.14E-05,4.40E-05,1.55E-05
D,jan,weekend,10,80,3.04E-05,2.88E-05,4.11E-05,2.06E-05,4.46E-05,1.48E-05
D,jan,weekend,11,80,3.13E-05,2.81E-05,3.91E-05,2.15E-05,4.61E-05,1.55E-05
D,jan,weekend,12,80,3.24E-05,3.00E-05,4.11E-05,2.05E-05,5.24E-05,1.72E-05
D,jan,weekend,13,80,3.46E-05,3.28E-05,4.18E-05,2.24E-05,5.16E-05,1.66E-05
D,jan,weekend,14,80,3.73E-05,3.42E-05,4.20E-05,2.24E-05,5.84E-05,1.75E-05
D,jan,weekend,15,80,4.20E-05,3.38E-05,4.54E-05,2.52E-05,6.97E-05,1.91E-05
D,jan,weekend,16,80,4.53E-05,3.73E-05,6.22E-05,2.65E-05,7.18E-05,2.02E-05
D,jan,weekend,17,80,5.03E-05,4.22E-05,5.89E-05,3.19E-05,8.11E-05,2.22E-05
D,jan,weekend,18,80,5.28E-05,4.48E-05,6.03E-05,3.31E-05,0.000103286,2.42E-05
D,jan,weekend,19,80,6.03E-05,5.10E-05,7.44E-05,3.58E-05,9.70E-05,2.23E-05
D,jan,weekend,20,80,6.63E-05,5.85E-05,7.95E-05,3.98E-05,0.000107629,3.12E-05
D,jan,weekend,21,80,6.14E-05,5.37E-05,7.43E-05,4.44E-05,9.31E-05,2.99E-05
D,jan,weekend,22,80,6.49E-05,6.11E-05,7.77E-05,4.21E-05,8.65E-05,2.87E-05
D,jan,weekend,23,80,7.01E-05,5.78E-05,8.22E-05,4.54E-05,0.000117574,3.44E-05
D,jan,weekend,24,80,7.68E-05,6.17E-05,8.63E-05,4.57E-05,0.000130687,3.70E-05
D,jan,weekend,25,80,7.42E-05,6.13E-05,9.54E-05,4.12E-05,0.000129568,3.41E-05
D,jan,weekend,26,80,6.93E-05,6.67E-05,8.12E-05,4.66E-05,0.000111428,3.54E-05
D,jan,weekend,27,80,7.53E-05,6.93E-05,8.96E-05,5.05E-05,0.000128131,3.74E-05
D,jan,weekend,28,80,7.45E-05,6.37E-05,8.55E-05,4.87E-05,0.000140727,3.50E-05
D,jan,weekend,29,80,7.44E-05,6.28E-05,9.30E-05,4.73E-05,0.000124509,2.87E-05
D,jan,weekend,30,80,7.25E-05,6.45E-05,9.20E-05,4.72E-05,0.000133453,3.62E-05
D,jan,weekend,31,80,6.99E-05,6.57E-05,7.75E-05,4.81E-05,9.94E-05,4.01E-05
D,jan,weekend,32,80,7.25E-05,6.81E-05,9.22E-05,4.65E-05,0.000122366,4.09E-05
D,jan,weekend,33,80,8.04E-05,6.79E-05,0.000100502,5.22E-05,0.000132402,3.91E-05
D,jan,weekend,34,80,9.52E-05,8.52E-05,0.000110392,5.95E-05,0.000175348,4.10E-05
D,jan,weekend,35,80,9.83E-05,8.10E-05,0.00011746,6.38E-05,0.000166649,4.93E-05
D,jan,weekend,36,80,9.53E-05,7.65E-05,0.000112326,6.45E-05,0.000169013,4.61E-05
D,jan,weekend,37,80,9.76E-05,8.60E-05,0.000109998,5.86E-05,0.000155918,4.85E-05
D,jan,weekend,38,80,9.38E-05,8.07E-05,0.000111849,6.11E-05,0.000145529,4.94E-05
D,jan,weekend,39,80,8.65E-05,8.07E-05,0.000107145,5.80E-05,0.000133321,4.75E-05
D,jan,weekend,40,80,8.49E-05,7.37E-05,0.000111684,5.86E-05,0.000141757,4.57E-05
D,jan,weekend,41,80,8.63E-05,7.43E-05,0.000106253,5.53E-05,0.000139717,4.51E-05
D,jan,weekend,42,80,8.21E-05,6.83E-05,8.82E-05,5.28E-05,0.000135515,4.65E-05
D,jan,weekend,43,80,7.58E-05,6.70E-05,9.05E-05,5.39E-05,0.000106594,4.42E-05
D,jan,weekend,44,80,7.06E-05,6.15E-05,8.25E-05,4.80E-05,0.00011405,4.64E-05
D,jan,weekend,45,80,6.76E-05,6.25E-05,8.87E-05,4.56E-05,9.61E-05,3.95E-05
D,jan,weekend,46,80,6.31E-05,5.96E-05,7.48E-05,4.24E-05,8.78E-05,3.42E-05
D,jan,weekend,47,80,5.39E-05,5.05E-05,6.32E-05,3.23E-05,8.70E-05,2.82E-05
D,jan,weekend,48,80,5.27E-05,5.14E-05,6.25E-05,3.12E-05,8.23E-05,2.14E-05
D,jul,weekday,1,80,4.41E-05,4.67E-05,5.96E-05,2.92E-05,7.34E-05,2.03E-05
D,jul,weekday,2,80,4.20E-05,3.61E-05,5.23E-05,2.80E-05,6.35E-05,2.06E-05
D,jul,weekday,3,80,3.68E-05,3.48E-05,4.52E-05,2.43E-05,6.23E-05,1.91E-05
D,jul,weekday,4,80,3.53E-05,3.38E-05,4.30E-05,2.54E-05,5.84E-05,1.78E-05
D,jul,weekday,5,80,3.42E-05,3.02E-05,4.42E-05,2.42E-05,5.19E-05,1.90E-05
D,jul,weekday,6,80,3.25E-05,2.97E-05,4.33E-05,2.19E-05,5.11E-05,1.70E-05
D,jul,weekday,7,80,3.18E-05,3.07E-05,4.23E-05,2.24E-05,4.78E-05,1.63E-05
D,jul,weekday,8,80,3.05E-05,2.92E-05,3.84E-05,2.04E-05,4.43E-05,1.51E-05
D,jul,weekday,9,80,3.04E-05,2.85E-05,3.91E-05,2.12E-05,4.32E-05,1.58E-05
D,jul,weekday,10,80,3.18E-05,2.94E-05,3.90E-05,2.06E-05,4.52E-05,1.71E-05
D,jul,weekday,11,80,3.23E-05,3.43E-05,4.06E-05,2.24E-05,4.46E-05,1.90E-05
D,jul,weekday,12,80,3.52E-05,3.40E-05,4.34E-05,2.32E-05,4.80E-05,2.02E-05
D,jul,weekday,13,80,3.93E-05,3.76E-05,4.66E-05,2.82E-05,5.04E-05,2.16E-05
D,jul,weekday,14,80,4.28E-05,4.08E-05,5.07E-05,3.03E-05,6.27E-05,2.16E-05
D,jul,weekday,15,80,4.62E-05,4.15E-05,5.37E-05,3.05E-05,6.84E-05,2.20E-05
D,jul,weekday,16,80,4.83E-05,4.47E-05,5.77E-05,3.31E-05,8.07E-05,2.74E-05
D,jul,weekday,17,80,5.27E-05,4.78E-05,5.86E-05,3.58E-05,7.78E-05,2.72E-05
D,jul,weekday,18,80,5.53E-05,5.13E-05,6.94E-05,3.99E-05,8.40E-05,3.26E-05
D,jul,weekday,19,80,5.82E-05,5.07E-05,7.01E-05,4.22E-05,9.15E-05,3.43E-05
D,jul,weekday,20,80,5.61E-05,5.12E-05,6.59E-05,4.09E-05,8.08E-05,2.84E-05
D,jul,weekday,21,80,6.08E-05,5.54E-05,6.60E-05,4.52E-05,8.10E-05,3.48E-05
D,jul,weekday,22,80,6.14E-05,5.49E-05,6.82E-05,4.81E-05,8.47E-05,3.31E-05
D,jul,weekday,23,80,6.26E-05,5.57E-05,7.27E-05,4.58E-05,8.17E-05,3.40E-05
D,jul,weekday,24,80,6.30E-05,5.50E-05,7.92E-05,4.36E-05,9.52E-05,3.10E-05
D,jul,weekday,25,80,6.33E-05,6.10E-05,8.23E-05,4.86E-05,8.91E-05,3.29E-05
