archetype,read_month,read_type_of_day,read_hh,n_puprn,elec_imp_mean,elec_imp_50th,elec_imp_75th,elec_imp_25th,elec_imp_90th,elec_imp_10th
V,jan,weekend,18,255,5.78E-05,5.09E-05,6.96E-05,3.57E-05,0.0000957,2.35E-05
V,jan,weekend,19,255,6.30E-05,5.62E-05,7.80E-05,3.88E-05,0.000105313,2.80E-05
V,jan,weekend,20,255,6.61E-05,5.71E-05,0.0000769,4.10E-05,0.000113313,2.69E-05
V,jan,weekend,21,255,6.95E-05,5.99E-05,0.0000831,4.14E-05,0.000118652,2.87E-05
V,jan,weekend,22,255,7.24E-05,6.08E-05,9.42E-05,4.10E-05,0.000121614,2.60E-05
V,jan,weekend,23,255,7.49E-05,6.22E-05,9.31E-05,4.23E-05,0.000131581,2.94E-05
V,jan,weekend,24,255,7.74E-05,6.34E-05,9.53E-05,4.44E-05,0.00013791,3.08E-05
V,jan,weekend,25,255,7.92E-05,6.89E-05,0.0000939,5.12E-05,0.000129581,3.43E-05
V,jan,weekend,26,255,8.01E-05,6.99E-05,0.0000987,4.92E-05,0.00013189,3.48E-05
V,jan,weekend,27,255,7.79E-05,6.82E-05,9.34E-05,4.87E-05,0.000123137,3.64E-05
V,jan,weekend,28,255,7.29E-05,6.42E-05,9.04E-05,4.56E-05,0.000126101,3.10E-05
V,jan,weekend,29,255,7.27E-05,6.26E-05,9.36E-05,4.42E-05,0.000115885,3.25E-05
V,jan,weekend,30,255,7.48E-05,6.69E-05,0.0000938,4.29E-05,0.000122976,2.85E-05
V,jan,weekend,31,255,7.63E-05,6.75E-05,9.39E-05,4.67E-05,0.000126688,3.26E-05
V,jan,weekend,32,255,7.96E-05,6.59E-05,0.0000982,4.78E-05,0.000133496,3.49E-05
V,jan,weekend,33,255,8.37E-05,7.43E-05,0.000107147,5.24E-05,0.000151138,3.77E-05
V,jan,weekend,34,255,0.0000908,8.09E-05,0.000113426,5.78E-05,0.000141392,4.04E-05
V,jan,weekend,35,255,0.000096,0.000088,0.000116528,6.34E-05,0.000163931,4.03E-05
V,jan,weekend,36,255,0.000101899,0.0000929,0.000124623,6.57E-05,0.000170297,4.12E-05
V,jan,weekend,37,255,0.0001014,0.0000944,0.000123993,6.77E-05,0.00016791,4.44E-05
V,jan,weekend,38,255,0.0000939,0.0000885,0.000120487,5.88E-05,0.000145312,4.56E-05
V,jan,weekend,39,255,0.0000856,7.75E-05,0.000100788,5.53E-05,0.00014648,4.38E-05
V,jan,weekend,40,255,8.23E-05,7.29E-05,0.0000994,5.64E-05,0.0001401,4.03E-05
V,jan,weekend,41,255,7.79E-05,7.05E-05,0.0000971,5.31E-05,0.000124253,3.80E-05
V,jan,weekend,42,255,7.73E-05,6.91E-05,9.46E-05,4.90E-05,0.000123092,3.39E-05
V,jan,weekend,43,255,7.48E-05,6.71E-05,8.87E-05,4.69E-05,0.000121125,3.19E-05
V,jan,weekend,44,255,7.05E-05,6.28E-05,8.45E-05,4.46E-05,0.000122798,2.95E-05
V,jan,weekend,45,255,6.45E-05,5.44E-05,7.90E-05,3.93E-05,1.10E-04,2.60E-05
V,jan,weekend,46,255,6.02E-05,5.00E-05,7.20E-05,3.29E-05,1.09E-04,2.01E-05
V,jan,weekend,47,255,5.45E-05,4.34E-05,6.71E-05,2.88E-05,1.03E-04,1.85E-05
V,jan,weekend,48,255,5.08E-05,4.01E-05,6.45E-05,2.42E-05,9.47E-05,1.77E-05
V,jul,weekday,1,255,4.68E-05,3.54E-05,5.27E-05,2.33E-05,8.11E-05,1.71E-05
V,jul,weekday,2,255,5.80E-05,3.60E-05,6.34E-05,2.49E-05,1.26E-04,1.67E-05
V,jul,weekday,3,255,5.68E-05,3.47E-05,5.81E-05,2.25E-05,1.41E-04,1.56E-05
V,jul,weekday,4,255,5.36E-05,3.37E-05,5.75E-05,2.17E-05,1.20E-04,1.48E-05
V,jul,weekday,5,255,5.12E-05,3.27E-05,5.59E-05,2.12E-05,1.22E-04,1.51E-05
V,jul,weekday,6,255,4.81E-05,3.08E-05,5.35E-05,2.09E-05,1.21E-04,1.40E-05
V,jul,weekday,7,255,4.46E-05,2.94E-05,5.09E-05,1.90E-05,1.09E-04,1.46E-05
V,jul,weekday,8,255,4.19E-05,2.94E-05,5.06E-05,1.84E-05,9.11E-05,1.26E-05
V,jul,weekday,9,255,3.71E-05,2.70E-05,4.41E-05,1.94E-05,6.94E-05,1.34E-05
V,jul,weekday,10,255,3.21E-05,2.63E-05,3.60E-05,1.77E-05,5.31E-05,1.25E-05
V,jul,weekday,11,255,3.18E-05,2.46E-05,3.53E-05,1.71E-05,5.28E-05,1.19E-05
V,jul,weekday,12,255,3.06E-05,2.63E-05,3.59E-05,1.78E-05,5.24E-05,1.24E-05
V,jul,weekday,13,255,3.25E-05,2.78E-05,3.85E-05,1.88E-05,5.32E-05,1.38E-05
V,jul,weekday,14,255,3.69E-05,3.00E-05,4.26E-05,2.27E-05,5.80E-05,1.63E-05
V,jul,weekday,15,255,3.84E-05,3.46E-05,4.76E-05,2.51E-05,5.87E-05,1.83E-05
V,jul,weekday,16,255,4.12E-05,3.86E-05,5.09E-05,2.80E-05,6.41E-05,1.79E-05
V,jul,weekday,17,255,4.56E-05,3.99E-05,5.44E-05,2.89E-05,7.02E-05,1.94E-05
V,jul,weekday,18,255,4.60E-05,4.04E-05,5.57E-05,3.07E-05,8.03E-05,2.13E-05
V,jul,weekday,19,255,4.82E-05,4.39E-05,5.81E-05,3.05E-05,8.19E-05,2.20E-05
V,jul,weekday,20,255,4.83E-05,4.42E-05,5.59E-05,3.14E-05,8.13E-05,2.22E-05
V,jul,weekday,21,255,4.80E-05,4.38E-05,6.01E-05,3.08E-05,7.73E-05,2.25E-05
V,jul,weekday,22,255,4.77E-05,4.48E-05,5.86E-05,3.14E-05,7.48E-05,2.35E-05
V,jul,weekday,23,255,4.86E-05,4.53E-05,6.01E-05,3.15E-05,7.73E-05,2.02E-05
V,jul,weekday,24,255,5.06E-05,4.57E-05,6.17E-05,3.17E-05,7.87E-05,2.12E-05
V,jul,weekday,25,255,5.31E-05,4.76E-05,6.51E-05,3.37E-05,8.52E-05,2.26E-05
V,jul,weekday,26,255,5.32E-05,4.75E-05,6.20E-05,3.48E-05,8.49E-05,2.35E-05
V,jul,weekday,27,255,5.16E-05,4.61E-05,6.41E-05,3.37E-05,8.19E-05,2.44E-05
V,jul,weekday,28,255,5.16E-05,4.78E-05,6.33E-05,3.51E-05,8.45E-05,2.22E-05
V,jul,weekday,29,255,4.95E-05,4.47E-05,6.00E-05,3.25E-05,7.90E-05,2.18E-05
V,jul,weekday,30,255,4.91E-05,4.38E-05,6.18E-05,3.23E-05,8.11E-05,2.17E-05
V,jul,weekday,31,255,4.98E-05,4.47E-05,6.19E-05,3.15E-05,8.27E-05,2.20E-05
V,jul,weekday,32,255,5.18E-05,4.69E-05,5.97E-05,3.37E-05,8.19E-05,2.40E-05
V,jul,weekday,33,255,5.40E-05,5.01E-05,6.42E-05,3.43E-05,8.56E-05,2.27E-05
V,jul,weekday,34,255,5.87E-05,5.16E-05,6.90E-05,3.78E-05,0.000097,2.62E-05
V,jul,weekday,35,255,6.58E-05,5.94E-05,8.19E-05,4.08E-05,0.000106972,2.76E-05
V,jul,weekday,36,255,6.99E-05,6.18E-05,0.0000846,4.65E-05,0.000112693,3.05E-05
V,jul,weekday,37,255,7.30E-05,6.56E-05,8.57E-05,4.90E-05,0.00011341,3.52E-05
V,jul,weekday,38,255,7.28E-05,6.32E-05,9.02E-05,4.65E-05,0.000121354,3.71E-05
V,jul,weekday,39,255,6.92E-05,6.22E-05,8.32E-05,4.42E-05,0.000106981,3.25E-05
V,jul,weekday,40,255,6.76E-05,5.98E-05,8.19E-05,4.38E-05,0.00010373,3.33E-05
V,jul,weekday,41,255,6.67E-05,5.81E-05,8.01E-05,4.29E-05,1.05E-04,3.25E-05
V,jul,weekday,42,255,6.53E-05,5.66E-05,7.92E-05,4.23E-05,1.08E-04,3.21E-05
V,jul,weekday,43,255,6.39E-05,5.48E-05,7.53E-05,3.99E-05,1.11E-04,2.96E-05
V,jul,weekday,44,255,6.21E-05,5.42E-05,7.32E-05,4.01E-05,9.76E-05,2.72E-05
V,jul,weekday,45,255,6.11E-05,5.36E-05,7.38E-05,3.73E-05,9.92E-05,2.55E-05
V,jul,weekday,46,255,5.81E-05,5.11E-05,7.05E-05,3.31E-05,9.19E-05,2.26E-05
V,jul,weekday,47,255,5.12E-05,4.45E-05,6.45E-05,2.81E-05,8.48E-05,1.91E-05
V,jul,weekday,48,255,4.69E-05,3.77E-05,5.80E-05,2.51E-05,8.61E-05,1.81E-05
V,jul,weekend,1,255,4.44E-05,3.33E-05,5.20E-05,2.14E-05,8.04E-05,1.66E-05
V,jul,weekend,2,255,5.23E-05,3.39E-05,6.37E-05,2.17E-05,1.07E-04,1.62E-05
V,jul,weekend,3,255,5.28E-05,3.35E-05,6.39E-05,2.11E-05,1.18E-04,1.53E-05
V,jul,weekend,4,255,5.11E-05,3.21E-05,6.07E-05,2.00E-05,1.16E-04,1.44E-05
V,jul,weekend,5,255,4.79E-05,2.96E-05,5.56E-05,2.01E-05,1.10E-04,1.49E-05
V,jul,weekend,6,255,4.61E-05,3.01E-05,5.34E-05,1.92E-05,1.05E-04,1.36E-05
V,jul,weekend,7,255,4.39E-05,2.79E-05,5.16E-05,1.79E-05,9.29E-05,1.31E-05
V,jul,weekend,8,255,4.09E-05,2.53E-05,4.51E-05,1.82E-05,8.39E-05,1.39E-05
V,jul,weekend,9,255,3.72E-05,2.68E-05,3.88E-05,1.66E-05,7.42E-05,1.26E-05
V,jul,weekend,10,255,3.23E-05,2.31E-05,3.59E-05,1.69E-05,6.60E-05,1.30E-05
V,jul,weekend,11,255,3.03E-05,2.36E-05,3.44E-05,1.62E-05,5.39E-05,1.17E-05
V,jul,weekend,12,255,2.86E-05,2.44E-05,3.38E-05,1.57E-05,4.89E-05,1.14E-05
V,jul,weekend,13,255,2.92E-05,2.48E-05,3.61E-05,1.75E-05,5.04E-05,1.22E-05
V,jul,weekend,14,255,3.29E-05,2.77E-05,3.91E-05,1.85E-05,5.65E-05,1.32E-05
V,jul,weekend,15,255,3.61E-05,3.24E-05,4.16E-05,2.06E-05,6.17E-05,1.42E-05
V,jul,weekend,16,255,3.77E-05,3.39E-05,4.63E-05,2.19E-05,6.37E-05,1.50E-05
V,jul,weekend,17,255,4.39E-05,3.68E-05,5.22E-05,2.45E-05,7.12E-05,1.76E-05
V,jul,weekend,18,255,4.79E-05,3.90E-05,5.52E-05,2.82E-05,8.49E-05,1.97E-05
V,jul,weekend,19,255,5.06E-05,4.30E-05,6.03E-05,3.07E-05,0.0000927,1.98E-05
V,jul,weekend,20,255,5.22E-05,4.45E-05,6.33E-05,3.22E-05,0.0000871,2.07E-05
V,jul,weekend,21,255,5.19E-05,4.70E-05,6.18E-05,3.03E-05,8.76E-05,2.09E-05
V,jul,weekend,22,255,5.08E-05,4.53E-05,6.15E-05,3.06E-05,0.0000899,2.23E-05
V,jul,weekend,23,255,5.27E-05,4.69E-05,6.69E-05,3.12E-05,9.91E-05,2.04E-05
V,jul,weekend,24,255,5.21E-05,4.47E-05,6.42E-05,3.11E-05,0.000095,2.15E-05
V,jul,weekend,25,255,5.59E-05,4.68E-05,6.84E-05,3.49E-05,0.000102116,2.41E-05
V,jul,weekend,26,255,5.90E-05,4.89E-05,6.92E-05,3.71E-05,0.000113796,2.43E-05
V,jul,weekend,27,255,5.79E-05,4.83E-05,7.15E-05,3.66E-05,1.04E-04,2.32E-05
V,jul,weekend,28,255,5.64E-05,4.90E-05,6.78E-05,3.69E-05,9.17E-05,2.54E-05
V,jul,weekend,29,255,5.62E-05,4.90E-05,6.89E-05,3.38E-05,9.59E-05,2.19E-05
V,jul,weekend,30,255,5.64E-05,4.95E-05,7.37E-05,3.40E-05,9.80E-05,2.34E-05
V,jul,weekend,31,255,5.42E-05,5.02E-05,6.65E-05,3.44E-05,9.32E-05,2.17E-05
V,jul,weekend,32,255,5.32E-05,4.69E-05,6.80E-05,3.35E-05,9.25E-05,2.33E-05
V,jul,weekend,33,255,5.60E-05,5.15E-05,6.90E-05,3.49E-05,0.0000956,2.46E-05
V,jul,weekend,34,255,5.80E-05,5.35E-05,7.59E-05,3.64E-05,0.0000948,2.61E-05
V,jul,weekend,35,255,5.95E-05,5.09E-05,7.52E-05,3.57E-05,0.00010289,2.58E-05
V,jul,weekend,36,255,6.33E-05,5.64E-05,0.0000817,3.80E-05,0.000108374,2.56E-05
V,jul,weekend,37,255,6.74E-05,5.80E-05,0.0000895,3.93E-05,0.00011968,2.86E-05
V,jul,weekend,38,255,6.78E-05,5.94E-05,8.75E-05,4.00E-05,0.000116658,3.10E-05
V,jul,weekend,39,255,6.52E-05,5.86E-05,8.17E-05,4.25E-05,0.000117057,2.75E-05
V,jul,weekend,40,255,6.24E-05,5.56E-05,7.91E-05,4.09E-05,0.0001049,2.88E-05
V,jul,weekend,41,255,6.18E-05,5.41E-05,7.85E-05,3.71E-05,0.000104739,2.72E-05
V,jul,weekend,42,255,5.99E-05,4.96E-05,7.48E-05,3.58E-05,9.97E-05,2.53E-05
V,jul,weekend,43,255,6.04E-05,5.21E-05,7.28E-05,3.78E-05,9.88E-05,2.65E-05
V,jul,weekend,44,255,5.87E-05,4.91E-05,7.28E-05,3.72E-05,9.33E-05,2.44E-05
V,jul,weekend,45,255,5.69E-05,5.01E-05,6.89E-05,3.30E-05,9.41E-05,2.48E-05
V,jul,weekend,46,255,5.27E-05,4.50E-05,6.31E-05,3.07E-05,9.09E-05,2.19E-05
V,jul,weekend,47,255,4.86E-05,4.04E-05,5.82E-05,2.96E-05,8.42E-05,1.83E-05
V,jul,weekend,48,255,4.53E-05,3.58E-05,5.15E-05,2.44E-05,8.35E-05,1.62E-05
V,jun,weekday,1,255,4.35E-05,3.27E-05,4.95E-05,2.21E-05,8.06E-05,1.62E-05
V,jun,weekday,2,255,6.67E-05,3.64E-05,7.38E-05,2.34E-05,1.64E-04,1.63E-05
V,jun,weekday,3,255,6.37E-05,3.48E-05,7.35E-05,2.22E-05,1.47E-04,1.48E-05
V,jun,weekday,4,255,6.02E-05,3.42E-05,7.39E-05,2.11E-05,1.42E-04,1.47E-05
V,jun,weekday,5,255,5.86E-05,3.37E-05,6.88E-05,2.12E-05,1.40E-04,1.56E-05
V,jun,weekday,6,255,5.72E-05,3.23E-05,6.61E-05,2.03E-05,1.53E-04,1.46E-05
V,jun,weekday,7,255,5.27E-05,3.18E-05,6.56E-05,2.03E-05,1.28E-04,1.42E-05
V,jun,weekday,8,255,4.77E-05,2.99E-05,6.23E-05,1.98E-05,1.10E-04,1.48E-05
V,jun,weekday,9,255,4.17E-05,2.74E-05,4.89E-05,1.92E-05,9.26E-05,1.31E-05
V,jun,weekday,10,255,3.31E-05,2.44E-05,3.70E-05,1.70E-05,6.61E-05,1.22E-05
V,jun,weekday,11,255,3.29E-05,2.48E-05,3.80E-05,1.79E-05,6.32E-05,1.14E-05
V,jun,weekday,12,255,3.16E-05,2.53E-05,3.82E-05,1.74E-05,5.86E-05,1.22E-05
V,jun,weekday,13,255,3.45E-05,2.71E-05,4.09E-05,1.85E-05,6.04E-05,1.32E-05
V,jun,weekday,14,255,3.68E-05,3.08E-05,4.29E-05,2.21E-05,6.48E-05,1.31E-05
V,jun,weekday,15,255,3.94E-05,3.50E-05,5.00E-05,2.37E-05,6.87E-05,1.59E-05
V,jun,weekday,16,255,4.35E-05,4.01E-05,5.15E-05,2.81E-05,6.51E-05,1.79E-05
V,jun,weekday,17,255,4.17E-05,3.83E-05,5.22E-05,2.66E-05,6.45E-05,1.83E-05
V,jun,weekday,18,255,4.07E-05,3.58E-05,5.26E-05,2.68E-05,6.58E-05,1.81E-05
V,jun,weekday,19,255,4.21E-05,3.81E-05,5.38E-05,2.78E-05,6.77E-05,1.77E-05
V,jun,weekday,20,255,4.20E-05,3.91E-05,5.36E-05,2.70E-05,6.78E-05,1.79E-05
V,jun,weekday,21,255,4.23E-05,3.92E-05,5.46E-05,2.51E-05,7.35E-05,1.73E-05
V,jun,weekday,22,255,4.27E-05,3.93E-05,5.52E-05,2.54E-05,6.96E-05,1.73E-05
V,jun,weekday,23,255,4.25E-05,3.88E-05,5.38E-05,2.62E-05,7.07E-05,1.88E-05
V,jun,weekday,24,255,4.35E-05,3.88E-05,5.41E-05,2.75E-05,7.13E-05,1.73E-05
V,jun,weekday,25,255,4.72E-05,3.98E-05,5.79E-05,2.74E-05,7.99E-05,1.82E-05
V,jun,weekday,26,255,4.61E-05,3.84E-05,5.74E-05,2.68E-05,8.22E-05,2.02E-05
V,jun,weekday,27,255,4.52E-05,3.89E-05,5.68E-05,2.61E-05,7.81E-05,1.92E-05
V,jun,weekday,28,255,4.25E-05,3.76E-05,5.47E-05,2.68E-05,7.19E-05,1.82E-05
V,jun,weekday,29,255,4.17E-05,3.76E-05,5.33E-05,2.59E-05,6.92E-05,1.94E-05
V,jun,weekday,30,255,4.22E-05,3.73E-05,5.22E-05,2.61E-05,7.22E-05,1.61E-05
V,jun,weekday,31,255,4.27E-05,3.87E-05,5.52E-05,2.71E-05,7.40E-05,1.75E-05
V,jun,weekday,32,255,4.60E-05,4.26E-05,5.83E-05,2.88E-05,7.71E-05,2.00E-05
V,jun,weekday,33,255,4.89E-05,4.35E-05,6.06E-05,3.06E-05,8.39E-05,2.12E-05
V,jun,weekday,34,255,5.33E-05,4.62E-05,6.49E-05,3.32E-05,9.59E-05,2.17E-05
V,jun,weekday,35,255,5.90E-05,4.99E-05,7.22E-05,3.66E-05,0.000109112,2.39E-05
V,jun,weekday,36,255,6.55E-05,6.03E-05,8.31E-05,3.88E-05,0.000113117,2.54E-05
V,jun,weekday,37,255,6.81E-05,5.73E-05,8.80E-05,4.08E-05,0.000117694,2.98E-05
V,jun,weekday,38,255,6.79E-05,6.16E-05,8.74E-05,4.11E-05,0.000116212,2.68E-05
V,jun,weekday,39,255,6.18E-05,5.79E-05,7.64E-05,4.04E-05,0.0000963,2.70E-05
V,jun,weekday,40,255,6.08E-05,5.62E-05,7.14E-05,3.95E-05,9.85E-05,2.50E-05
V,jun,weekday,41,255,5.87E-05,5.35E-05,7.17E-05,4.07E-05,9.43E-05,2.61E-05
V,jun,weekday,42,255,5.83E-05,4.91E-05,6.82E-05,3.77E-05,9.59E-05,2.60E-05
V,jun,weekday,43,255,5.86E-05,5.04E-05,7.35E-05,3.69E-05,1.00E-04,2.51E-05
V,jun,weekday,44,255,5.69E-05,4.91E-05,6.56E-05,3.58E-05,9.49E-05,2.54E-05
V,jun,weekday,45,255,5.69E-05,4.94E-05,6.90E-05,3.63E-05,9.30E-05,2.48E-05
V,jun,weekday,46,255,5.42E-05,4.75E-05,6.24E-05,3.27E-05,8.42E-05,2.09E-05
V,jun,weekday,47,255,4.87E-05,4.04E-05,5.70E-05,2.88E-05,8.63E-05,1.69E-05
V,jun,weekday,48,255,4.56E-05,3.70E-05,5.32E-05,2.49E-05,7.80E-05,1.57E-05
V,jun,weekend,1,255,4.51E-05,3.10E-05,4.75E-05,2.10E-05,8.93E-05,1.42E-05
V,jun,weekend,2,255,6.46E-05,3.69E-05,7.39E-05,2.38E-05,1.44E-04,1.45E-05
V,jun,weekend,3,255,6.40E-05,3.25E-05,7.08E-05,2.16E-05,1.57E-04,1.34E-05
V,jun,weekend,4,255,6.09E-05,3.23E-05,7.14E-05,2.11E-05,1.51E-04,1.34E-05
V,jun,weekend,5,255,5.91E-05,3.16E-05,6.91E-05,2.09E-05,1.45E-04,1.49E-05
V,jun,weekend,6,255,5.94E-05,2.83E-05,6.82E-05,1.90E-05,1.50E-04,1.31E-05
V,jun,weekend,7,255,5.65E-05,2.92E-05,6.46E-05,1.95E-05,1.24E-04,1.41E-05
V,jun,weekend,8,255,4.94E-05,2.73E-05,5.20E-05,1.76E-05,1.03E-04,1.31E-05
V,jun,weekend,9,255,4.32E-05,2.50E-05,4.62E-05,1.76E-05,9.63E-05,1.21E-05
V,jun,weekend,10,255,3.36E-05,2.30E-05,3.53E-05,1.60E-05,6.74E-05,1.13E-05
V,jun,weekend,11,255,3.15E-05,2.24E-05,3.41E-05,1.56E-05,6.28E-05,1.04E-05
V,jun,weekend,12,255,3.07E-05,2.31E-05,3.38E-05,1.65E-05,5.94E-05,1.18E-05
V,jun,weekend,13,255,3.12E-05,2.32E-05,3.66E-05,1.65E-05,6.08E-05,1.18E-05
V,jun,weekend,14,255,3.29E-05,2.67E-05,3.89E-05,1.87E-05,5.52E-05,1.26E-05
V,jun,weekend,15,255,3.41E-05,2.90E-05,4.19E-05,1.84E-05,5.52E-05,1.24E-05
V,jun,weekend,16,255,3.83E-05,3.23E-05,4.70E-05,2.14E-05,6.72E-05,1.33E-05
V,jun,weekend,17,255,4.16E-05,3.45E-05,5.13E-05,2.59E-05,7.20E-05,1.59E-05
V,jun,weekend,18,255,4.51E-05,3.88E-05,5.25E-05,2.76E-05,7.69E-05,1.65E-05
V,jun,weekend,19,255,4.36E-05,4.01E-05,5.28E-05,2.73E-05,0.000073,1.71E-05
V,jun,weekend,20,255,4.70E-05,4.05E-05,5.49E-05,2.88E-05,0.0000812,1.85E-05
V,jun,weekend,21,255,5.00E-05,4.31E-05,6.45E-05,2.84E-05,9.35E-05,1.95E-05
V,jun,weekend,22,255,5.02E-05,4.30E-05,6.05E-05,2.97E-05,8.58E-05,1.88E-05
V,jun,weekend,23,255,5.20E-05,4.19E-05,6.37E-05,2.91E-05,9.47E-05,1.90E-05
V,jun,weekend,24,255,5.37E-05,4.69E-05,6.25E-05,3.26E-05,9.49E-05,1.95E-05
V,jun,weekend,25,255,5.50E-05,4.66E-05,6.52E-05,3.19E-05,0.0000947,1.98E-05
V,jun,weekend,26,255,5.40E-05,4.81E-05,6.36E-05,3.16E-05,9.27E-05,2.15E-05
V,jun,weekend,27,255,5.22E-05,4.38E-05,6.13E-05,3.14E-05,9.61E-05,2.04E-05
V,jun,weekend,28,255,5.24E-05,4.30E-05,6.47E-05,3.00E-05,9.25E-05,1.97E-05
V,jun,weekend,29,255,5.14E-05,4.65E-05,6.28E-05,3.02E-05,9.81E-05,2.08E-05
V,jun,weekend,30,255,4.77E-05,3.96E-05,5.83E-05,2.63E-05,9.01E-05,1.94E-05
V,jun,weekend,31,255,4.77E-05,4.03E-05,5.81E-05,2.99E-05,8.71E-05,1.90E-05
V,jun,weekend,32,255,5.15E-05,4.41E-05,6.44E-05,2.99E-05,9.36E-05,1.86E-05
V,jun,weekend,33,255,5.60E-05,4.87E-05,7.24E-05,3.19E-05,0.0000975,2.26E-05
V,jun,weekend,34,255,5.66E-05,4.95E-05,7.64E-05,3.11E-05,0.0000998,2.15E-05
V,jun,weekend,35,255,5.98E-05,5.10E-05,7.53E-05,3.48E-05,0.000106764,2.10E-05
V,jun,weekend,36,255,6.64E-05,5.39E-05,8.90E-05,3.51E-05,0.000119112,2.08E-05
V,jun,weekend,37,255,6.67E-05,5.83E-05,9.45E-05,3.64E-05,0.000119165,2.40E-05
V,jun,weekend,38,255,6.65E-05,5.86E-05,8.70E-05,3.86E-05,0.00011687,2.53E-05
V,jun,weekend,39,255,6.50E-05,5.60E-05,8.47E-05,3.79E-05,0.000116558,2.76E-05
V,jun,weekend,40,255,6.17E-05,5.60E-05,7.78E-05,3.72E-05,0.000102943,2.43E-05
V,jun,weekend,41,255,5.78E-05,5.32E-05,6.75E-05,3.55E-05,9.49E-05,2.34E-05
V,jun,weekend,42,255,5.86E-05,5.34E-05,7.08E-05,3.62E-05,9.31E-05,2.27E-05
V,jun,weekend,43,255,5.74E-05,5.03E-05,6.87E-05,3.58E-05,9.32E-05,2.67E-05
V,jun,weekend,44,255,5.65E-05,5.09E-05,6.87E-05,3.46E-05,9.95E-05,2.38E-05
V,jun,weekend,45,255,5.46E-05,4.71E-05,6.66E-05,3.18E-05,9.16E-05,2.13E-05
V,jun,weekend,46,255,5.19E-05,4.25E-05,6.42E-05,2.74E-05,8.58E-05,1.83E-05
V,jun,weekend,47,255,4.74E-05,3.89E-05,6.14E-05,2.54E-05,8.21E-05,1.70E-05
V,jun,weekend,48,255,4.48E-05,3.38E-05,5.30E-05,2.41E-05,7.92E-05,1.58E-05
V,mar,weekday,1,255,4.47E-05,3.28E-05,5.41E-05,2.16E-05,8.54E-05,1.59E-05
V,mar,weekday,2,255,6.53E-05,3.81E-05,7.55E-05,2.34E-05,1.54E-04,1.60E-05
V,mar,weekday,3,255,6.61E-05,3.87E-05,8.46E-05,2.22E-05,1.69E-04,1.45E-05
V,mar,weekday,4,255,6.43E-05,3.72E-05,7.84E-05,2.06E-05,1.61E-04,1.42E-05
V,mar,weekday,5,255,6.19E-05,3.58E-05,8.31E-05,2.01E-05,1.58E-04,1.41E-05
V,mar,weekday,6,255,6.09E-05,3.41E-05,8.43E-05,1.93E-05,1.51E-04,1.29E-05
V,mar,weekday,7,255,5.83E-05,3.36E-05,8.05E-05,1.95E-05,1.47E-04,1.34E-05
V,mar,weekday,8,255,5.30E-05,3.10E-05,5.80E-05,1.89E-05,1.25E-04,1.32E-05
V,mar,weekday,9,255,4.65E-05,2.94E-05,5.22E-05,1.83E-05,1.05E-04,1.29E-05
V,mar,weekday,10,255,3.83E-05,2.67E-05,4.09E-05,1.73E-05,7.96E-05,1.27E-05
V,mar,weekday,11,255,3.78E-05,2.80E-05,4.39E-05,1.77E-05,7.80E-05,1.25E-05
V,mar,weekday,12,255,3.77E-05,2.98E-05,4.31E-05,1.82E-05,7.69E-05,1.28E-05
V,mar,weekday,13,255,4.14E-05,3.45E-05,4.72E-05,2.03E-05,8.29E-05,1.47E-05
V,mar,weekday,14,255,4.63E-05,3.78E-05,5.67E-05,2.63E-05,8.54E-05,1.77E-05
V,mar,weekday,15,255,5.29E-05,4.48E-05,6.27E-05,3.00E-05,0.0000882,2.21E-05
V,mar,weekday,16,255,5.54E-05,4.85E-05,6.84E-05,3.18E-05,0.000092,2.33E-05
V,mar,weekday,17,255,5.45E-05,5.08E-05,6.87E-05,3.24E-05,0.0000902,2.44E-05
V,mar,weekday,18,255,5.38E-05,4.61E-05,6.86E-05,3.21E-05,0.0000861,2.26E-05
V,mar,weekday,19,255,5.33E-05,4.79E-05,6.70E-05,3.12E-05,8.58E-05,2.28E-05
V,mar,weekday,20,255,5.22E-05,5.05E-05,6.65E-05,3.09E-05,8.51E-05,2.14E-05
V,mar,weekday,21,255,5.21E-05,4.99E-05,6.75E-05,3.04E-05,8.19E-05,2.09E-05
V,mar,weekday,22,255,5.08E-05,4.77E-05,6.47E-05,2.92E-05,8.26E-05,2.08E-05
V,mar,weekday,23,255,5.05E-05,4.60E-05,6.65E-05,2.89E-05,8.84E-05,2.05E-05
V,mar,weekday,24,255,5.08E-05,4.65E-05,6.52E-05,2.93E-05,8.41E-05,2.03E-05
V,mar,weekday,25,255,5.57E-05,4.98E-05,6.99E-05,3.17E-05,9.52E-05,2.35E-05
V,mar,weekday,26,255,5.52E-05,5.09E-05,6.90E-05,3.29E-05,9.07E-05,2.38E-05
V,mar,weekday,27,255,5.34E-05,4.82E-05,6.49E-05,3.32E-05,8.42E-05,2.19E-05
V,mar,weekday,28,255,5.02E-05,4.63E-05,6.03E-05,3.09E-05,8.54E-05,2.21E-05
V,mar,weekday,29,255,4.95E-05,4.54E-05,6.15E-05,3.06E-05,8.51E-05,2.27E-05
V,mar,weekday,30,255,4.91E-05,4.48E-05,5.87E-05,3.08E-05,8.13E-05,2.15E-05
V,mar,weekday,31,255,5.13E-05,4.53E-05,6.12E-05,3.26E-05,8.48E-05,2.25E-05
